"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,50700.00,189.00,124.00,0.00,0.00,980.00,157.00,140.00,"DL","DL","PHL","MSP",6,"699",1,2021,4,11,2,"F",
0.00,2.00,101400.00,378.00,307.00,690.00,0.00,96.00,105.00,55.00,"DL","DL","PHL","LGA",6,"699",1,2021,4,11,1,"F",
0.00,2.00,101400.00,378.00,345.00,0.00,0.00,903.00,302.00,243.00,"DL","DL","PVD","ATL",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,175.00,0.00,0.00,526.00,88.00,72.00,"DL","DL","PIT","ATL",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,191.00,61.00,0.00,0.00,24.00,28.00,15.00,"DL","DL","IAD","DCA",6,"699",1,2021,4,11,1,"F",
0.00,2.00,101400.00,378.00,237.00,76.00,1181.00,852.00,280.00,243.00,"DL","DL","DFW","MSP",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,186.00,647.00,514.00,1235.00,189.00,168.00,"DL","DL","DFW","LAX",6,"699",1,2021,4,11,3,"F",
0.00,1.00,50700.00,189.00,161.00,0.00,1017.00,1050.00,175.00,148.00,"DL","DL","BDL","MSP",6,"699",1,2021,4,11,3,"F",
0.00,1.00,50700.00,189.00,145.00,317.00,0.00,101.00,42.00,24.00,"DL","DL","BDL","LGA",6,"699",1,2021,4,11,1,"F",
0.00,1.00,50700.00,189.00,160.00,0.00,0.00,585.00,155.00,133.00,"DL","DL","LGA","CVG",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,42.00,0.00,0.00,1010.00,162.00,148.00,"DL","DL","LGA","TPA",6,"699",1,2021,4,11,3,"F",
0.00,1.00,50700.00,189.00,161.00,523.00,0.00,666.00,155.00,135.00,"DL","DL","ATL","PHL",6,"699",1,2021,4,11,2,"F",
0.00,2.00,101400.00,378.00,311.00,0.00,0.00,903.00,278.00,240.00,"DL","DL","ATL","PVD",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,191.00,167.00,244.00,0.00,526.00,98.00,77.00,"DL","DL","ATL","PIT",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,156.00,317.00,0.00,859.00,153.00,138.00,"DL","DL","ATL","BDL",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,191.00,132.00,395.00,0.00,749.00,130.00,109.00,"DL","DL","ATL","ROC",6,"699",1,2021,4,11,2,"F",
0.00,3.00,152100.00,571.00,407.00,0.00,0.00,640.00,312.00,263.00,"DL","DL","ATL","GRR",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,191.00,146.00,0.00,0.00,761.00,127.00,108.00,"DL","DL","ATL","OKC",6,"699",1,2021,4,11,2,"F",
0.00,2.00,101400.00,380.00,274.00,0.00,0.00,453.00,173.00,139.00,"DL","DL","ATL","LIT",6,"699",1,2021,4,11,1,"F",
0.00,1.00,50700.00,189.00,47.00,0.00,0.00,1211.00,155.00,142.00,"DL","DL","LAX","SAT",6,"699",1,2021,4,11,3,"F",
0.00,1.00,50700.00,189.00,120.00,100.00,0.00,236.00,65.00,40.00,"DL","DL","LAX","LAS",6,"699",1,2021,4,11,1,"F",
0.00,1.00,50700.00,189.00,63.00,0.00,0.00,1242.00,163.00,144.00,"DL","DL","LAX","AUS",6,"699",1,2021,4,11,3,"F",
0.00,2.00,101400.00,378.00,182.00,0.00,0.00,874.00,234.00,207.00,"DL","DL","BZN","MSP",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,51.00,0.00,0.00,599.00,103.00,83.00,"DL","DL","SFO","SLC",6,"699",1,2021,4,11,2,"F",
0.00,1.00,50700.00,189.00,76.00,0.00,388.00,1242.00,197.00,173.00,"DL","DL","AUS","LAX",6,"699",1,2021,4,11,3,"F",
0.00,1.00,50700.00,189.00,115.00,818.00,0.00,393.00,84.00,68.00,"DL","DL","MCI","MSP",6,"699",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,148.00,0.00,0.00,501.00,92.00,76.00,"WN","WN","SLC","FAT",6,"614",1,2021,4,11,2,"F",
0.00,1.00,43400.00,175.00,13.00,0.00,0.00,1476.00,183.00,170.00,"WN","WN","OAK","SAT",6,"614",1,2021,4,11,3,"F",
0.00,1.00,43400.00,175.00,104.00,1191.00,0.00,422.00,72.00,54.00,"WN","WN","RNO","SLC",6,"614",1,2021,4,11,1,"F",
0.00,2.00,86800.00,350.00,233.00,0.00,0.00,2603.00,735.00,647.00,"WN","WN","HNL","ONT",6,"614",1,2021,4,11,6,"F",
0.00,1.00,43400.00,175.00,174.00,0.00,0.00,824.00,148.00,128.00,"WN","WN","DAL","TUS",6,"614",1,2021,4,11,2,"F",
0.00,1.00,43400.00,175.00,173.00,7.00,0.00,1123.00,168.00,152.00,"WN","WN","BNA","ABQ",6,"614",1,2021,4,11,3,"F",
0.00,1.00,43400.00,175.00,29.00,0.00,0.00,47.00,41.00,24.00,"WN","WN","LAX","ONT",6,"614",1,2021,4,11,1,"F",
0.00,2.00,86800.00,350.00,217.00,60.00,0.00,109.00,92.00,54.00,"WN","WN","LAX","SAN",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,110.00,0.00,0.00,18.00,26.00,15.00,"WN","WN","LAX","BUR",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,164.00,0.00,0.00,140.00,87.00,37.00,"WN","WN","AUS","IAH",6,"614",1,2021,4,11,1,"F",
0.00,2.00,86800.00,350.00,300.00,0.00,0.00,110.00,102.00,52.00,"WN","WN","TUS","PHX",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,163.00,0.00,0.00,797.00,271.00,159.00,"WN","WN","TUS","AUS",6,"614",1,2021,4,11,2,"F",
0.00,1.00,43400.00,175.00,148.00,15.00,0.00,30.00,33.00,11.00,"WN","WN","DCA","BWI",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,121.00,1186.00,0.00,181.00,51.00,36.00,"WN","WN","OKC","DAL",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,168.00,0.00,0.00,567.00,84.00,72.00,"WN","WN","OKC","MSY",6,"614",1,2021,4,11,2,"F",
0.00,1.00,43400.00,175.00,142.00,0.00,0.00,141.00,72.00,56.00,"WN","WN","PBI","MCO",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,175.00,8.00,0.00,494.00,126.00,104.00,"WN","WN","MSY","SAT",6,"838",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,136.00,0.00,0.00,719.00,105.00,87.00,"WN","WN","STL","DCA",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,116.00,0.00,0.00,878.00,151.00,126.00,"WN","WN","RDG","MCO",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,88.00,0.00,0.00,474.00,83.00,69.00,"WN","WN","TYS","GPT",6,"612",1,2021,4,11,1,"L",
0.00,1.00,34600.00,143.00,104.00,0.00,0.00,1910.00,269.00,210.00,"WN","WN","LAS","PIT",6,"612",1,2021,4,11,4,"L",
0.00,2.00,69200.00,286.00,232.00,0.00,0.00,944.00,321.00,285.00,"WN","WN","AVP","MCO",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,124.00,0.00,0.00,851.00,146.00,117.00,"WN","WN","MDT","MCO",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,81.00,0.00,0.00,741.00,124.00,106.00,"WN","WN","DAL","FSD",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,121.00,0.00,0.00,1910.00,271.00,251.00,"WN","WN","PIT","LAS",6,"612",1,2021,4,11,4,"L",
0.00,1.00,34600.00,143.00,136.00,0.00,0.00,719.00,141.00,116.00,"WN","WN","DCA","STL",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,73.00,0.00,0.00,892.00,123.00,102.00,"WN","WN","DSM","RDU",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,129.00,0.00,0.00,878.00,124.00,109.00,"WN","WN","MCO","RDG",6,"612",1,2021,4,11,2,"L",
0.00,1.00,34600.00,143.00,124.00,0.00,0.00,851.00,123.00,109.00,"WN","WN","MCO","MDT",6,"612",1,2021,4,11,2,"L",
0.00,2.00,69200.00,286.00,231.00,0.00,0.00,944.00,290.00,255.00,"WN","WN","MCO","AVP",6,"612",1,2021,4,11,2,"L",
0.00,2.00,86800.00,350.00,337.00,0.00,0.00,844.00,218.00,195.00,"WN","WN","IAH","IND",6,"614",1,2021,4,11,2,"L",
0.00,1.00,43400.00,175.00,136.00,0.00,0.00,537.00,85.00,70.00,"WN","WN","SBN","BWI",6,"614",1,2021,4,11,2,"L",
0.00,1.00,43400.00,175.00,141.00,0.00,0.00,537.00,107.00,79.00,"WN","WN","BWI","SBN",6,"614",1,2021,4,11,2,"L",
0.00,2.00,86800.00,350.00,335.00,0.00,0.00,844.00,334.00,236.00,"WN","WN","IND","IAH",6,"614",1,2021,4,11,2,"L",
0.00,1.00,43400.00,175.00,134.00,0.00,0.00,379.00,65.00,55.00,"WN","WN","GTR","XNA",6,"614",1,2021,4,11,1,"L",
0.00,1.00,43400.00,175.00,133.00,0.00,0.00,379.00,61.00,52.00,"WN","WN","XNA","GTR",6,"614",1,2021,4,11,1,"L",
0.00,1.00,34600.00,143.00,131.00,0.00,0.00,24.00,30.00,9.00,"WN","WN","IAH","HOU",6,"612",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,24.00,0.00,0.00,36.00,32.00,21.00,"WN","WN","LAX","SNA",6,"614",1,2021,4,11,1,"F",
0.00,3.00,319800.00,834.00,466.00,2295.00,860.00,2409.00,972.00,904.00,"HA","HA","OAK","HNL",6,"696",1,2021,4,11,5,"F",
0.00,2.00,213500.00,556.00,319.00,582.00,0.00,2409.00,614.00,565.00,"HA","HA","HNL","OAK",6,"696",1,2021,4,11,5,"F",
0.00,1.00,106700.00,278.00,149.00,0.00,0.00,100.00,48.00,29.00,"HA","HA","OGG","HNL",6,"696",1,2021,4,11,1,"F",
0.00,1.00,107000.00,278.00,95.00,670.00,0.00,2504.00,334.00,313.00,"HA","HA","LAX","KOA",6,"696",1,2021,4,11,6,"F",
0.00,1.00,50000.00,189.00,101.00,0.00,0.00,2556.00,369.00,332.00,"HA","HA","HNL","LAX",6,"721",1,2021,4,11,6,"F",
0.00,1.00,50000.00,189.00,147.00,0.00,0.00,2532.00,327.00,306.00,"HA","HA","OGG","ONT",6,"721",1,2021,4,11,6,"F",
0.00,1.00,106400.00,278.00,138.00,15950.00,0.00,2227.00,328.00,284.00,"HA","HA","EWR","LAS",6,"696",1,2021,4,11,5,"L",
0.00,1.00,106400.00,278.00,135.00,16200.00,0.00,2227.00,283.00,246.00,"HA","HA","LAS","EWR",6,"696",1,2021,4,11,5,"L",
0.00,1.00,107000.00,278.00,128.00,0.00,0.00,1055.00,139.00,122.00,"HA","HA","LAS","DFW",6,"696",1,2021,4,11,3,"L",
0.00,53.00,5651800.00,556.00,0.00,0.00,730365.00,100.00,2405.00,1268.00,"HA","HA","HNL","OGG",6,"696",1,2021,4,11,1,"L",
0.00,23.00,2451500.00,278.00,0.00,7309.00,267458.00,100.00,1027.00,605.00,"HA","HA","OGG","HNL",6,"696",1,2021,4,11,1,"L",
0.00,1.00,107000.00,278.00,124.00,0.00,0.00,1055.00,161.00,137.00,"HA","HA","DFW","LAS",6,"696",1,2021,4,11,3,"L",
0.00,1.00,31939.00,126.00,77.00,0.00,0.00,641.00,147.00,105.00,"UA","UA","CLE","SAV",6,"612",1,2021,4,11,2,"F",
0.00,1.00,32398.00,126.00,66.00,0.00,0.00,1700.00,294.00,254.00,"UA","UA","ORD","ONT",6,"612",1,2021,4,11,4,"F",
0.00,1.00,31339.00,126.00,77.00,0.00,0.00,255.00,72.00,43.00,"UA","UA","SAV","MCO",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34685.00,166.00,134.00,0.00,0.00,17.00,45.00,14.00,"UA","UA","EWR","LGA",6,"614",1,2021,4,11,1,"F",
0.00,1.00,40416.00,166.00,164.00,0.00,0.00,2040.00,334.00,287.00,"UA","UA","LAS","ROC",6,"614",1,2021,4,11,5,"F",
0.00,1.00,39836.00,166.00,69.00,0.00,0.00,2432.00,341.00,314.00,"UA","UA","SEA","BDL",6,"614",1,2021,4,11,5,"F",
0.00,1.00,36348.00,166.00,156.00,0.00,0.00,129.00,60.00,33.00,"UA","UA","PDX","SEA",6,"614",1,2021,4,11,1,"F",
0.00,1.00,37836.00,166.00,69.00,0.00,0.00,116.00,62.00,31.00,"UA","UA","BDL","EWR",6,"614",1,2021,4,11,1,"F",
0.00,1.00,39590.00,166.00,142.00,0.00,0.00,363.00,137.00,88.00,"UA","UA","SFO","ONT",6,"614",1,2021,4,11,1,"F",
0.00,1.00,37653.00,166.00,164.00,0.00,0.00,246.00,66.00,39.00,"UA","UA","ROC","EWR",6,"614",1,2021,4,11,1,"F",
0.00,1.00,49272.00,176.00,150.00,0.00,0.00,888.00,161.00,129.00,"UA","UA","ORD","DEN",6,"622",1,2021,4,11,2,"F",
0.00,1.00,48153.00,169.00,165.00,24.00,0.00,1846.00,264.00,244.00,"UA","UA","ORD","SFO",6,"622",1,2021,4,11,4,"F",
0.00,1.00,49032.00,176.00,156.00,542.00,0.00,888.00,134.00,111.00,"UA","UA","DEN","ORD",6,"622",1,2021,4,11,2,"F",
0.00,1.00,47867.00,169.00,165.00,0.00,0.00,2481.00,334.00,276.00,"UA","UA","SFO","RSW",6,"622",1,2021,4,11,5,"F",
0.00,1.00,43807.00,169.00,165.00,0.00,0.00,105.00,69.00,29.00,"UA","UA","RSW","FLL",6,"622",1,2021,4,11,1,"F",
0.00,1.00,77144.00,214.00,204.00,18390.00,538.00,867.00,159.00,138.00,"UA","UA","ORD","BOS",6,"626",1,2021,4,11,2,"F",
0.00,1.00,79875.00,214.00,206.00,0.00,1125.00,1222.00,203.00,175.00,"UA","UA","IAH","LAS",6,"626",1,2021,4,11,3,"F",
0.00,1.00,80430.00,214.00,2.00,0.00,0.00,1452.00,215.00,173.00,"UA","UA","DEN","IAD",6,"626",1,2021,4,11,3,"F",
0.00,1.00,77613.00,167.00,163.00,145.00,0.00,2288.00,322.00,300.00,"UA","UA","IAD","LAX",6,"626",1,2021,4,11,5,"F",
0.00,1.00,80004.00,214.00,186.00,167.00,0.00,926.00,203.00,184.00,"UA","UA","IAD","MCI",6,"626",1,2021,4,11,2,"F",
0.00,1.00,76160.00,167.00,156.00,9173.00,2117.00,2288.00,287.00,263.00,"UA","UA","LAX","IAD",6,"626",1,2021,4,11,5,"F",
0.00,1.00,78494.00,214.00,204.00,18390.00,538.00,200.00,119.00,48.00,"UA","UA","BOS","EWR",6,"626",1,2021,4,11,1,"F",
0.00,1.00,80004.00,214.00,186.00,167.00,0.00,1499.00,209.00,188.00,"UA","UA","MCI","SFO",6,"626",1,2021,4,11,3,"F",
0.00,1.00,104142.00,276.00,194.00,6125.00,289.00,588.00,120.00,96.00,"UA","UA","IAD","ORD",6,"627",1,2021,4,11,2,"F",
0.00,1.00,106222.00,276.00,213.00,412.00,0.00,2398.00,290.00,272.00,"UA","UA","SFO","HNL",6,"627",1,2021,4,11,5,"F",
0.00,1.00,34837.00,150.00,140.00,0.00,0.00,192.00,114.00,81.00,"UA","UA","MIA","MCO",6,"694",1,2021,4,11,1,"F",
0.00,1.00,22380.00,150.00,106.00,0.00,0.00,1634.00,254.00,230.00,"UA","UA","STT","EWR",6,"694",1,2021,4,11,4,"F",
0.00,1.00,33350.00,150.00,143.00,0.00,0.00,141.00,61.00,39.00,"UA","UA","MDT","EWR",6,"694",1,2021,4,11,1,"F",
0.00,1.00,34062.00,150.00,146.00,918.00,0.00,1297.00,191.00,166.00,"UA","UA","IAD","AUS",6,"694",1,2021,4,11,3,"F",
0.00,1.00,34550.00,150.00,145.00,0.00,0.00,47.00,38.00,22.00,"UA","UA","LAX","ONT",6,"694",1,2021,4,11,1,"F",
0.00,1.00,34250.00,150.00,143.00,0.00,0.00,993.00,315.00,170.00,"UA","UA","FLL","MDT",6,"694",1,2021,4,11,2,"F",
0.00,1.00,34992.00,150.00,68.00,0.00,0.00,105.00,44.00,29.00,"UA","UA","FLL","RSW",6,"694",1,2021,4,11,1,"F",
0.00,1.00,33995.00,150.00,112.00,0.00,0.00,103.00,40.00,23.00,"UA","UA","RSW","PBI",6,"694",1,2021,4,11,1,"F",
0.00,1.00,32396.00,126.00,121.00,0.00,1359.00,1362.00,260.00,192.00,"UA","UA","SAT","IAD",6,"698",1,2021,4,11,3,"F",
0.00,1.00,35023.00,126.00,109.00,0.00,0.00,862.00,149.00,131.00,"UA","UA","DEN","LAX",6,"698",1,2021,4,11,2,"F",
0.00,1.00,35047.00,126.00,122.00,60.00,152.00,129.00,58.00,43.00,"UA","UA","PDX","SEA",6,"698",1,2021,4,11,1,"F",
0.00,1.00,34823.00,126.00,109.00,0.00,0.00,47.00,49.00,28.00,"UA","UA","LAX","ONT",6,"698",1,2021,4,11,1,"F",
0.00,1.00,36523.00,166.00,161.00,104.00,0.00,235.00,74.00,42.00,"UA","UA","DTW","ORD",6,"838",1,2021,4,11,1,"F",
0.00,1.00,42261.00,166.00,136.00,0.00,0.00,47.00,45.00,12.00,"UA","UA","ONT","LAX",6,"838",1,2021,4,11,1,"F",
0.00,1.00,43423.00,166.00,161.00,104.00,0.00,488.00,111.00,83.00,"UA","UA","EWR","DTW",6,"838",1,2021,4,11,1,"F",
0.00,1.00,41961.00,166.00,136.00,0.00,0.00,2409.00,393.00,361.00,"UA","UA","EWR","ONT",6,"838",1,2021,4,11,5,"F",
0.00,1.00,46863.00,179.00,158.00,9.00,0.00,675.00,112.00,101.00,"UA","UA","MIA","MSY",6,"888",1,2021,4,11,2,"F",
0.00,1.00,47565.00,179.00,167.00,0.00,98.00,1437.00,303.00,218.00,"UA","UA","ORD","BOI",6,"888",1,2021,4,11,3,"F",
0.00,2.00,88582.00,358.00,339.00,123.00,116.00,94.00,105.00,46.00,"UA","UA","ONT","SAN",6,"888",1,2021,4,11,1,"F",
0.00,1.00,43165.00,179.00,167.00,0.00,98.00,399.00,136.00,70.00,"UA","UA","BOI","SEA",6,"888",1,2021,4,11,1,"F",
0.00,1.00,47487.00,179.00,162.00,0.00,0.00,1334.00,259.00,214.00,"UA","UA","IAH","ONT",6,"888",1,2021,4,11,3,"F",
0.00,1.00,45907.00,179.00,173.00,13.00,0.00,2409.00,468.00,325.00,"UA","UA","EWR","ONT",6,"888",1,2021,4,11,5,"F",
0.00,1.00,42268.00,179.00,171.00,58.00,0.00,2454.00,389.00,352.00,"UA","UA","EWR","LAX",6,"888",1,2021,4,11,5,"F",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,539.00,200.00,196.00,"8E","8E","OME","ANC",4,"415",1,2021,4,11,2,"L",
0.00,2.00,7000.00,18.00,9.00,0.00,0.00,64.00,55.00,47.00,"8E","8E","OME","KTS",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,220.00,71.00,67.00,"8E","8E","OME","NUL",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,0.00,0.00,0.00,123.00,110.00,102.00,"8E","8E","OME","EMK",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,2.00,0.00,0.00,103.00,38.00,34.00,"8E","8E","OME","TNC",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,147.00,48.00,44.00,"8E","8E","OME","UNK",4,"415",1,2021,4,11,1,"L",
0.00,4.00,14000.00,36.00,12.00,0.00,0.00,19.00,46.00,30.00,"8E","8E","ORV","IAN",4,"415",1,2021,4,11,1,"L",
0.00,4.00,14000.00,36.00,5.00,0.00,0.00,43.00,90.00,74.00,"8E","8E","ORV","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,4.00,0.00,0.00,58.00,51.00,43.00,"8E","8E","ORV","BKC",4,"415",1,2021,4,11,1,"L",
0.00,4.00,14000.00,36.00,19.00,0.00,0.00,98.00,157.00,141.00,"8E","8E","ORV","RDB",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,21.00,0.00,0.00,101.00,125.00,113.00,"8E","8E","BET","KSM",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,4.00,0.00,0.00,150.00,112.00,104.00,"8E","8E","PHO","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,3.00,0.00,0.00,59.00,30.00,26.00,"8E","8E","OTZ","IAN",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,6.00,533.00,0.00,150.00,122.00,114.00,"8E","8E","OTZ","PHO",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,0.00,73.00,69.00,"8E","8E","OTZ","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,4.00,14000.00,36.00,14.00,0.00,0.00,74.00,126.00,110.00,"8E","8E","OTZ","BKC",4,"415",1,2021,4,11,1,"L",
0.00,6.00,21000.00,54.00,5.00,2340.00,0.00,80.00,206.00,182.00,"8E","8E","OTZ","RDB",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,4.00,0.00,0.00,43.00,62.00,50.00,"8E","8E","OTZ","ORV",4,"415",1,2021,4,11,1,"L",
0.00,6.00,21000.00,54.00,14.00,0.00,0.00,48.00,150.00,126.00,"8E","8E","OTZ","WTK",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,7.00,0.00,0.00,106.00,44.00,40.00,"8E","8E","OTZ","SHH",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,13.00,927.00,0.00,79.00,107.00,95.00,"8E","8E","OTZ","KVL",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,18.00,225.00,0.00,220.00,156.00,148.00,"8E","8E","MCG","ANC",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,13.00,0.00,0.00,98.00,121.00,109.00,"8E","8E","RDB","IAN",4,"415",1,2021,4,11,1,"L",
0.00,10.00,35000.00,90.00,23.00,0.00,0.00,80.00,337.00,297.00,"8E","8E","RDB","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,9.00,0.00,0.00,150.00,112.00,104.00,"8E","8E","RDB","BKC",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,13.00,0.00,0.00,98.00,76.00,68.00,"8E","8E","RDB","ORV",4,"415",1,2021,4,11,1,"L",
0.00,8.00,28000.00,72.00,56.00,0.00,0.00,33.00,154.00,122.00,"8E","8E","RDB","WTK",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,14.00,0.00,0.00,126.00,98.00,90.00,"8E","8E","RDB","WLK",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,8.00,0.00,0.00,149.00,60.00,56.00,"8E","8E","RDB","ABL",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,16.00,0.00,0.00,48.00,65.00,53.00,"8E","8E","RDB","KVL",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,4.00,0.00,0.00,122.00,86.00,78.00,"8E","8E","SHH","OME",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,106.00,46.00,42.00,"8E","8E","SHH","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,133.00,48.00,44.00,"8E","8E","SHH","WMO",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,6.00,0.00,0.00,174.00,57.00,53.00,"8E","8E","VAK","KLG",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,206.00,95.00,91.00,"8E","8E","VAK","OME",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,9.00,0.00,0.00,337.00,115.00,111.00,"8E","8E","VAK","MCG",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,3.00,0.00,0.00,18.00,11.00,7.00,"8E","8E","HPB","VAK",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,103.00,38.00,34.00,"8E","8E","HPB","EMK",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,6.00,0.00,0.00,29.00,31.00,27.00,"8E","8E","WLK","IAN",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,8.00,0.00,0.00,74.00,30.00,26.00,"8E","8E","WLK","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,8.00,0.00,0.00,54.00,50.00,42.00,"8E","8E","WLK","BKC",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,3.00,0.00,0.00,32.00,17.00,13.00,"8E","8E","WLK","ORV",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,1.00,0.00,0.00,67.00,28.00,24.00,"8E","8E","WLK","ABL",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,9.00,0.00,0.00,133.00,48.00,44.00,"8E","8E","WMO","SHH",4,"415",1,2021,4,11,1,"L",
0.00,6.00,21000.00,54.00,24.00,0.00,0.00,48.00,142.00,118.00,"8E","8E","WTK","OTZ",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,9.00,0.00,0.00,120.00,48.00,44.00,"8E","8E","WTK","BKC",4,"415",1,2021,4,11,1,"L",
0.00,7.00,24500.00,63.00,40.00,0.00,0.00,33.00,129.00,101.00,"8E","8E","WTK","RDB",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,8.00,0.00,0.00,74.00,64.00,56.00,"8E","8E","WTK","ORV",4,"415",1,2021,4,11,1,"L",
0.00,3.00,10500.00,27.00,20.00,0.00,0.00,43.00,62.00,50.00,"8E","8E","WTK","KVL",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,0.00,0.00,0.00,539.00,197.00,193.00,"8E","8E","ANC","OME",4,"415",1,2021,4,11,2,"L",
0.00,1.00,3500.00,9.00,6.00,0.00,0.00,518.00,176.00,172.00,"8E","8E","ANC","VAK",4,"415",1,2021,4,11,2,"L",
0.00,3.00,10500.00,27.00,10.00,0.00,0.00,64.00,76.00,64.00,"8E","8E","KTS","OME",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,1.00,0.00,0.00,220.00,76.00,72.00,"8E","8E","NUL","OME",4,"415",1,2021,4,11,1,"L",
0.00,4.00,14000.00,36.00,8.00,800.00,0.00,10.00,31.00,15.00,"8E","8E","EMK","AUK",4,"415",1,2021,4,11,1,"L",
0.00,2.00,7000.00,18.00,13.00,0.00,0.00,35.00,29.00,21.00,"8E","8E","EMK","KOT",4,"415",1,2021,4,11,1,"L",
0.00,1.00,3500.00,9.00,4.00,0.00,0.00,89.00,35.00,31.00,"8E","8E","EMK","SMK",4,"415",1,2021,4,11,1,"L",
